Id,Name,City,CountryId,IATA,ICAO,Latitude,Longitude,Altitude,Offset,DST,TimeZone
3527,Pueblo Memorial,Pueblo,US,PUB,KPUB,38.289085,-104.496572,4726,-7,A,America/Denver
3528,Northern Maine Rgnl At Presque Isle,Presque Isle,US,PQI,KPQI,46.688958,-68.044797,534,-5,A,America/New_York
3529,Kirtland Air Force Base,Kirtland A.f.b.,US,IKR,KIKR,35.040222,-106.609194,5355,-7,A,America/Denver
3530,Gray Aaf,Fort Lewis,US,GRF,KGRF,47.079217,-122.580783,302,-8,A,America/Los_Angeles
3531,Kodiak,Kodiak,US,ADQ,PADQ,57.749967,-152.493856,78,-9,A,America/Anchorage
3532,Upolu,Opolu,US,UPP,PHUP,20.265256,-155.859989,96,-10,A,Pacific/Honolulu
3533,Fort Lauderdale Hollywood Intl,Fort Lauderdale,US,FLL,KFLL,26.072583,-80.15275,9,-5,A,America/New_York
3534,Davis Fld,Muskogee,US,MKO,KMKO,35.656489,-95.366656,612,-6,A,America/Chicago
3535,Falls Intl,International Falls,US,INL,KINL,48.566186,-93.403067,1185,-6,A,America/Chicago
3536,Salt Lake City Intl,Salt Lake City,US,SLC,KSLC,40.788389,-111.977772,4227,-7,A,America/Denver
3537,Childress Muni,Childress,US,CDS,KCDS,34.433781,-100.287992,1954,-6,A,America/Chicago
3538,Keesler Afb,Biloxi,US,BIX,KBIX,30.410425,-88.924433,33,-6,A,America/Chicago
3539,Lawson Aaf,Fort Benning,US,LSF,KLSF,32.337322,-84.991283,232,-5,A,America/New_York
3540,Kingsville Nas,Kingsville,US,NQI,KNQI,27.507223,-97.809723,50,-6,A,America/Chicago
3541,Marshall Aaf,Fort Riley,US,FRI,KFRI,39.055275,-96.764453,1063,-6,A,America/Chicago
3542,Harrisburg Intl,Harrisburg,US,MDT,KMDT,40.193494,-76.763403,310,-5,A,America/New_York
3543,Lincoln,Lincoln,US,LNK,KLNK,40.850971,-96.75925,1219,-6,A,America/Chicago
3544,Capital City,Lansing,US,LAN,KLAN,42.7787,-84.587357,861,-5,A,America/New_York
3545,Waimea Kohala,Kamuela,US,MUE,PHMU,20.001328,-155.668108,2671,-10,A,Pacific/Honolulu
3546,Massena Intl Richards Fld,Massena,US,MSS,KMSS,44.935833,-74.845547,215,-5,A,America/New_York
3547,Hickory Rgnl,Hickory,US,HKY,KHKY,35.741147,-81.38955,1189,-5,A,America/New_York
3548,Albert Whitted,St. Petersburg,US,SPG,KSPG,27.765111,-82.626972,7,-5,A,America/New_York
3549,Page Fld,Fort Myers,US,FMY,KFMY,26.586611,-81.86325,17,-5,A,America/New_York
3550,George Bush Intercontinental,Houston,US,IAH,KIAH,29.984433,-95.341442,97,-6,A,America/Chicago
3551,Millinocket Muni,Millinocket,US,MLT,KMLT,45.647836,-68.685561,408,-5,A,America/New_York
3552,Andrews Afb,Camp Springs,US,ADW,KADW,38.810806,-76.867028,280,-5,A,America/New_York
3553,Smith Reynolds,Winston-salem,US,INT,KINT,36.133722,-80.222,969,-5,A,America/New_York
3554,Southern California Logistics,Victorville,US,VCV,KVCV,34.597453,-117.382997,2885,-8,A,America/Los_Angeles
3555,Bob Sikes,Crestview,US,CEW,KCEW,30.778833,-86.522111,213,-6,A,America/Chicago
3556,Wheeler Sack Aaf,Fort Drum,US,GTB,KGTB,44.055619,-75.719458,690,-5,A,America/New_York
3557,St Clair Co Intl,Port Huron,US,PHN,KPHN,42.910957,-82.528862,650,-5,A,America/New_York
3558,Meadows Fld,Bakersfield,US,BFL,KBFL,35.433598,-119.05677,507,-8,A,America/Los_Angeles
3559,El Paso Intl,El Paso,US,ELP,KELP,31.80725,-106.377583,3958,-7,A,America/Denver
3560,Valley Intl,Harlingen,US,HRL,KHRL,26.2285,-97.654389,36,-6,A,America/Chicago
3561,Columbia Metropolitan,Columbia,US,CAE,KCAE,33.938833,-81.119528,236,-5,A,America/New_York
3562,Davis Monthan Afb,Tucson,US,DMA,KDMA,32.166467,-110.883144,2704,-7,A,America/Phoenix
3563,Pensacola Nas,Pensacola,US,NPA,KNPA,30.352656,-87.318647,28,-6,A,America/Chicago
3564,Pensacola Rgnl,Pensacola,US,PNS,KPNS,30.473425,-87.186611,121,-6,A,America/Chicago
3565,Grand Forks Afb,Red River,US,RDR,KRDR,47.961098,-97.401194,913,-6,A,America/Chicago
3566,William P Hobby,Houston,US,HOU,KHOU,29.645419,-95.278889,46,-6,A,America/Chicago
3567,Buckley Afb,Buckley,US,BKF,KBKF,39.701668,-104.75166,5662,-7,A,America/Denver
3568,Northway,Northway,US,ORT,PAOR,62.961334,-141.929136,1716,-9,A,America/Anchorage
3569,Palmer Muni,Palmer,US,PAQ,PAAQ,61.594914,-149.088711,242,-9,A,America/Anchorage
3570,Pittsburgh Intl,Pittsburgh,US,PIT,KPIT,40.491467,-80.232872,1204,-5,A,America/New_York
3571,Wiley Post Will Rogers Mem,Barrow,US,BRW,PABR,71.285446,-156.766003,44,-9,A,America/Anchorage
3572,Ellington Fld,Houston,US,EFD,KEFD,29.607333,-95.15875,32,-6,A,America/Chicago
3573,Whidbey Island Nas,Whidbey Island,US,NUW,KNUW,48.351803,-122.655906,47,-8,A,America/Los_Angeles
3574,Alice Intl,Alice,US,ALI,KALI,27.740889,-98.026944,178,-6,A,America/Chicago
3575,Moody Afb,Valdosta,US,VAD,KVAD,30.967833,-83.193,233,-5,A,America/New_York
3576,Miami Intl,Miami,US,MIA,KMIA,25.79325,-80.290556,8,-5,A,America/New_York
3577,Seattle Tacoma Intl,Seattle,US,SEA,KSEA,47.449,-122.309306,433,-8,A,America/Los_Angeles
3578,Lovell Fld,Chattanooga,US,CHA,KCHA,35.035278,-85.203808,683,-5,A,America/New_York
3579,Igor I Sikorsky Mem,Stratford,US,BDR,KBDR,41.163472,-73.126167,9,-5,A,America/New_York
3580,Jackson Evers Intl,Jackson,US,JAN,KJAN,32.311167,-90.075889,346,-6,A,America/Chicago
3581,Scholes Intl At Galveston,Galveston,US,GLS,KGLS,29.265322,-94.860406,6,-6,A,America/Chicago
3582,Long Beach,Long Beach,US,LGB,KLGB,33.817722,-118.151611,60,-8,A,America/Los_Angeles
3583,Dillingham,Dillingham,US,HDH,PHDH,21.579475,-158.197281,14,-10,A,Pacific/Honolulu
3584,Williamsport Rgnl,Williamsport,US,IPT,KIPT,41.241836,-76.921094,529,-5,A,America/New_York
3585,Indianapolis Intl,Indianapolis,US,IND,KIND,39.717331,-86.294383,797,-5,A,America/New_York
3586,Whiteman Afb,Knobnoster,US,SZL,KSZL,38.730306,-93.547864,870,-6,A,America/Chicago
3587,Akron Fulton Intl,Akron,US,AKC,KAKR,41.0375,-81.466917,1067,-5,A,America/New_York
3588,Greenwood Leflore,Greenwood,US,GWO,KGWO,33.494328,-90.084706,162,-6,A,America/Chicago
3589,Westchester Co,White Plains,US,HPN,KHPN,41.066959,-73.707575,439,-5,A,America/New_York
3590,Francis S Gabreski,West Hampton Beach,US,FOK,KFOK,40.843656,-72.631789,67,-5,A,America/New_York
3591,Jonesboro Muni,Jonesboro,US,JBR,KJBR,35.831708,-90.646417,262,-6,A,America/Chicago
3592,Tonopah Test Range,Tonopah,US,TNX,KTNX,37.798836,-116.78075,5549,-8,A,America/Los_Angeles
3593,Palm Beach Co Park,West Palm Beach,US,LNA,KLNA,26.593,-80.085056,14,-5,A,America/New_York
3594,North Island Nas,San Diego,US,NZY,KNZY,32.699219,-117.21531,26,-8,A,America/Los_Angeles
3595,Biggs Aaf,El Paso,US,BIF,KBIF,31.849528,-106.380039,3948,-7,A,America/Denver
3596,Yuma Mcas Yuma Intl,Yuma,US,YUM,KYUM,32.656578,-114.60598,216,-7,N,America/Phoenix
3597,Cavern City Air Terminal,Carlsbad,US,CNM,KCNM,32.337472,-104.263278,3295,-7,A,America/Denver
3598,Duluth Intl,Duluth,US,DLH,KDLH,46.842091,-92.193649,1428,-6,A,America/Chicago
3599,Bethel,Bethel,US,BET,PABE,60.779778,-161.838,121,-9,A,America/Anchorage
3600,Bowman Fld,Louisville,US,LOU,KLOU,38.228,-85.663722,546,-5,A,America/New_York
3601,Sierra Vista Muni Libby Aaf,Fort Huachuca,US,FHU,KFHU,31.588472,-110.344389,4719,-7,A,America/Phoenix
3602,Lihue,Lihue,US,LIH,PHLI,21.975983,-159.338958,153,-10,N,Pacific/Honolulu
3603,Terre Haute Intl Hulman Fld,Terre Haute,US,HUF,KHUF,39.451464,-87.307561,589,-5,A,America/New_York
3604,Havre City Co,Havre,US,HVR,KHVR,48.542983,-109.762342,2590,-7,A,America/Denver
3605,Grant Co Intl,Grant County Airport,US,MWH,KMWH,47.207708,-119.32019,1185,-8,A,America/Los_Angeles
3606,Edward F Knapp State,Montpelier,US,MPV,KMPV,44.203503,-72.562328,1165,-5,A,America/New_York
3607,San Nicolas Island Nolf,San Nicolas Island,US,,KNSI,33.239765,-119.45816,506,-8,A,America/Los_Angeles
3608,Richmond Intl,Richmond,US,RIC,KRIC,37.505167,-77.319667,167,-5,A,America/New_York
3609,Shreveport Rgnl,Shreveport,US,SHV,KSHV,32.446629,-93.8256,258,-6,A,America/Chicago
3610,Merle K Mudhole Smith,Cordova,US,CDV,PACV,60.491778,-145.477556,48,-9,A,America/Anchorage
3611,Norfolk Intl,Norfolk,US,ORF,KORF,36.894611,-76.201222,26,-5,A,America/New_York
3612,Southeast Texas Rgnl,Beaumont,US,BPT,KBPT,29.950833,-94.020694,15,-6,A,America/Chicago
3613,Savannah Hilton Head Intl,Savannah,US,SAV,KSAV,32.127583,-81.202139,51,-5,A,America/New_York
3614,Hill Afb,Ogden,US,HIF,KHIF,41.123939,-111.973039,4789,-7,A,America/Denver
3615,Nome,Nome,US,OME,PAOM,64.512203,-165.445247,37,-9,A,America/Anchorage
3616,Scappoose Industrial Airpark,San Luis,US,SPB,KSPB,45.771028,-122.861833,58,-8,A,America/Los_Angeles
3617,St Petersburg Clearwater Intl,St. Petersburg,US,PIE,KPIE,27.910167,-82.687389,10,-5,A,America/New_York
3618,Menominee Marinette Twin Co,Macon,US,MNM,KMNM,45.12665,-87.638443,625,-6,A,America/Chicago
3619,Lone Star Executive,Conroe,US,CXO,KCXO,30.351833,-95.414467,245,-6,A,America/Chicago
3620,Deadhorse,Deadhorse,US,SCC,PASC,70.19475,-148.465167,64,-9,A,America/Anchorage
3621,San Antonio Intl,San Antonio,US,SAT,KSAT,29.533694,-98.469778,809,-6,A,America/Chicago
3622,Greater Rochester Intl,Rochester,US,ROC,KROC,43.118866,-77.672389,559,-5,A,America/New_York
3623,Patrick Afb,Coco Beach,US,COF,KCOF,28.234922,-80.610125,8,-5,A,America/New_York
3624,Teterboro,Teterboro,US,TEB,KTEB,40.850103,-74.060837,9,-5,A,America/New_York
3625,Ellsworth Afb,Rapid City,US,RCA,KRCA,44.145042,-103.103567,3279,-7,A,America/Denver
3626,Raleigh Durham Intl,Raleigh-durham,US,RDU,KRDU,35.877639,-78.787472,435,-5,A,America/New_York
3627,James M Cox Dayton Intl,Dayton,US,DAY,KDAY,39.902375,-84.219375,1009,-5,A,America/New_York
3628,Kenai Muni,Kenai,US,ENA,PAEN,60.573111,-151.245,99,-9,A,America/Anchorage
3629,Mc Alester Rgnl,Mcalester,US,MLC,KMLC,34.882403,-95.783463,770,-6,A,America/Chicago
3630,Niagara Falls Intl,Niagara Falls,US,IAG,KIAG,43.107333,-78.946194,589,-5,A,America/New_York
3631,Coulter Fld,Bryan,US,CFD,KCFD,30.715694,-96.331361,367,-6,A,America/Chicago
3632,Wright Aaf,Wright,US,,KLHW,31.889097,-81.562333,45,-5,A,America/New_York
3633,Newport News Williamsburg Intl,Newport News,US,PHF,KPHF,37.131894,-76.492989,43,-5,A,America/New_York
3634,Esler Rgnl,Alexandria,US,ESF,KESF,31.394903,-92.295772,112,-6,A,America/Chicago
3635,Altus Afb,Altus,US,LTS,KLTS,34.667067,-99.266681,1382,-6,A,America/Chicago
3636,Tucson Intl,Tucson,US,TUS,KTUS,32.116083,-110.941028,2643,-7,N,America/Phoenix
3637,Minot Afb,Minot,US,MIB,KMIB,48.415572,-101.357661,1668,-6,A,America/Chicago
3638,Beale Afb,Marysville,US,BAB,KBAB,39.136089,-121.436567,113,-8,A,America/Los_Angeles
3639,Greater Kankakee,Kankakee,US,IKK,KIKK,41.071389,-87.846278,630,-6,A,America/Chicago
3640,Seymour Johnson Afb,Goldsboro,US,GSB,KGSB,35.339383,-77.960589,110,-5,A,America/New_York
3641,Theodore Francis Green State,Providence,US,PVD,KPVD,41.732581,-71.420383,55,-5,A,America/New_York
3642,Salisbury Ocean City Wicomico Rgnl,Salisbury,US,SBY,KSBY,38.340525,-75.510289,52,-5,A,America/New_York
3643,Rancho Murieta,Rancho Murieta,US,RIU,KRIU,38.486778,-121.102778,141,-8,A,America/Los_Angeles
3644,Bob Hope,Burbank,US,BUR,KBUR,34.200667,-118.358667,778,-8,A,America/Los_Angeles
3645,Detroit Metro Wayne Co,Detroit,US,DTW,KDTW,42.212444,-83.353389,645,-5,A,America/New_York
3646,Tampa Intl,Tampa,US,TPA,KTPA,27.975472,-82.53325,26,-5,A,America/New_York
3647,Pembina Muni,Pembina,US,PMB,KPMB,48.942501,-97.240833,795,-6,A,America/Chicago
3648,Polk Aaf,Fort Polk,US,POE,KPOE,31.044833,-93.191667,330,-6,A,America/Chicago
3649,Eielson Afb,Fairbanks,US,EIL,PAEI,64.665667,-147.1015,548,-9,A,America/Anchorage
3650,Chisholm Hibbing,Hibbing,US,HIB,KHIB,47.3866,-92.838994,1353,-6,A,America/Chicago
3651,Angelina Co,Lufkin,US,LFK,KLFK,31.234014,-94.75,296,-6,A,America/Chicago
3652,Midland Intl,Midland,US,MAF,KMAF,31.942528,-102.201914,2871,-6,A,America/Chicago
3653,Austin Straubel Intl,Green Bay,US,GRB,KGRB,44.485072,-88.129589,695,-6,A,America/Chicago
3654,Ardmore Muni,Ardmore,US,ADM,KADM,34.300833,-97.008889,762,-6,A,America/Chicago
3655,Mc Guire Afb,Wrightstown,US,WRI,KWRI,40.015556,-74.591667,131,-5,A,America/New_York
3656,Cherry Point Mcas,Cherry Point,US,NKT,KNKT,34.900872,-76.880733,29,-5,A,America/New_York
3657,Emanuel Co,Santa Barbara,US,SBO,KSBO,32.609139,-82.369944,327,-5,A,America/New_York
3658,Augusta Rgnl At Bush Fld,Bush Field,US,AGS,KAGS,33.369944,-81.9645,144,-5,A,America/New_York
3659,Sloulin Fld Intl,Williston,US,ISN,KISN,48.177939,-103.642347,1982,-6,A,America/Chicago
3660,Adams Fld,Little Rock,US,LIT,KLIT,34.729444,-92.224306,262,-6,A,America/Chicago
3661,Stewart Intl,Newburgh,US,SWF,KSWF,41.504094,-74.104839,491,-5,A,America/New_York
3662,Baudette Intl,Baudette,US,BDE,KBDE,48.728444,-94.612222,1086,-6,A,America/Chicago
3663,Sacramento Executive,Sacramento,US,SAC,KSAC,38.512524,-121.49347,24,-8,A,America/Los_Angeles
3664,Homer,Homer,US,HOM,PAHO,59.645556,-151.476583,84,-9,A,America/Anchorage
3665,Waynesville Rgnl Arpt At Forney Fld,Fort Leonardwood,US,TBN,KTBN,37.741631,-92.140736,1159,-6,A,America/Chicago
3666,Dobbins Arb,Marietta,US,MGE,KMGE,33.915382,-84.516319,1068,-5,A,America/New_York
3667,Fairchild Afb,Spokane,US,SKA,KSKA,47.615058,-117.655772,2461,-8,A,America/Los_Angeles
3668,Roscommon Co,Houghton Lake,US,HTL,KHTL,44.359806,-84.671112,1150,-5,A,America/New_York
3669,Tyndall Afb,Panama City,US,PAM,KPAM,30.069567,-85.575417,17,-6,A,America/Chicago
3670,Dallas Fort Worth Intl,Dallas-Fort Worth,US,DFW,KDFW,32.896828,-97.037997,607,-6,A,America/Chicago
3671,Melbourne Intl,Melbourne,US,MLB,KMLB,28.102753,-80.645258,33,-5,A,America/New_York
3672,Mc Chord Afb,Tacoma,US,TCM,KTCM,47.137678,-122.476475,322,-8,A,America/Los_Angeles
3673,Austin Bergstrom Intl,Austin,US,AUS,KAUS,30.194528,-97.669889,542,-6,A,America/Chicago
3674,Rickenbacker Intl,Columbus,US,LCK,KLCK,39.813786,-82.927822,744,-5,A,America/New_York
3675,Sawyer Intl,Gwinn,US,,KSAW,46.353625,-87.395353,1221,-5,A,America/New_York
3676,Mc Ghee Tyson,Knoxville,US,TYS,KTYS,35.810972,-83.994028,981,-5,A,America/New_York
3677,Hood Aaf,Fort Hood,US,HLR,KHLR,31.138731,-97.714469,924,-6,A,America/Chicago
3678,Lambert St Louis Intl,St. Louis,US,STL,KSTL,38.748697,-90.370028,618,-6,A,America/Chicago
3679,Millville Muni,Millville,US,MIV,KMIV,39.367806,-75.072222,85,-5,A,America/New_York
3680,Sheppard Afb Wichita Falls Muni,Wichita Falls,US,SPS,KSPS,33.988797,-98.491894,1019,-6,A,America/Chicago
3681,Cincinnati Muni Lunken Fld,Cincinnati,US,LUK,KLUK,39.103333,-84.418611,483,-5,A,America/New_York
3682,Hartsfield Jackson Atlanta Intl,Atlanta,US,ATL,KATL,33.636719,-84.428067,1026,-5,A,America/New_York
3683,Castle,Merced,US,MER,KMER,37.380481,-120.568189,189,-8,A,America/Los_Angeles
3684,Mc Clellan Afld,Sacramento,US,MCC,KMCC,38.667639,-121.400611,75,-8,A,America/Los_Angeles
3685,Gerald R Ford Intl,Grand Rapids,US,GRR,KGRR,42.880833,-85.522806,794,-5,A,America/New_York
3686,Winkler Co,Wink,US,INK,KINK,31.779628,-103.201361,2822,-6,A,America/Chicago
3687,Fresno Yosemite Intl,Fresno,US,FAT,KFAT,36.776194,-119.71814,336,-8,A,America/Los_Angeles
3688,Vero Beach Muni,Vero Beach,US,VRB,KVRB,27.655556,-80.417944,24,-5,A,America/New_York
3689,Imperial Co,Imperial,US,IPL,KIPL,32.834219,-115.578744,-54,-8,A,America/Los_Angeles
3690,Nashville Intl,Nashville,US,BNA,KBNA,36.124472,-86.678194,599,-6,A,America/Chicago
3691,Laredo Intl,Laredo,US,LRD,KLRD,27.54375,-99.461556,508,-6,A,America/Chicago
3692,Elmendorf Afb,Anchorage,US,EDF,PAED,61.250986,-149.806503,212,-9,A,America/Anchorage
3693,Ralph Wien Mem,Kotzebue,US,OTZ,PAOT,66.884678,-162.59855,11,-9,A,America/Anchorage
3694,Altoona Blair Co,Altoona,US,AOO,KAOO,40.296372,-78.320022,1504,-5,A,America/New_York
3695,Dyess Afb,Abilene,US,DYS,KDYS,32.420756,-99.8546,1789,-6,A,America/Chicago
3696,South Arkansas Rgnl At Goodwin Fld,El Dorado,US,ELD,KELD,33.220972,-92.813278,277,-6,A,America/Chicago
3697,La Guardia,New York,US,LGA,KLGA,40.777245,-73.872608,22,-5,A,America/New_York
3698,Tallahassee Rgnl,Tallahassee,US,TLH,KTLH,30.396528,-84.350333,81,-5,A,America/New_York
3699,Dupage,West Chicago,US,DPA,KDPA,41.907778,-88.248611,758,-6,A,America/Chicago
3700,Waco Rgnl,Waco,US,ACT,KACT,31.611289,-97.230519,516,-6,A,America/Chicago
3701,Augusta State,Augusta,US,AUG,KAUG,44.320647,-69.797317,352,-5,A,America/New_York
3702,Hillsboro Muni,Hillsboro,US,INJ,KINJ,32.083486,-97.097228,685,-6,A,America/Chicago
3703,Jacksonville Nas,Jacksonville,US,NIP,KNIP,30.235834,-81.680556,22,-5,A,America/New_York
3704,Mc Kellar Sipes Rgnl,Jackson,US,MKL,KMKL,35.599889,-88.915611,434,-6,A,America/Chicago
3705,Molokai,Molokai,US,MKK,PHMK,21.152886,-157.096256,454,-10,N,Pacific/Honolulu
3706,Godman Aaf,Fort Knox,US,FTK,KFTK,37.907058,-85.972106,756,-5,A,America/New_York
3707,New River Mcas,Jacksonville,US,,KNCA,34.708417,-77.439667,26,-5,A,America/New_York
3708,San Angelo Rgnl Mathis Fld,San Angelo,US,SJT,KSJT,31.35775,-100.496306,1919,-6,A,America/Chicago
3709,Calexico Intl,Calexico,US,CXL,KCXL,32.669502,-115.51333,4,-8,A,America/Los_Angeles
3710,Chico Muni,Chico,US,CIC,KCIC,39.795383,-121.858422,238,-8,A,America/Los_Angeles
3711,Burlington Intl,Burlington,US,BTV,KBTV,44.471861,-73.153278,335,-5,A,America/New_York
3712,Jacksonville Intl,Jacksonville,US,JAX,KJAX,30.494056,-81.687861,30,-5,A,America/New_York
3713,Durango La Plata Co,Durango,US,DRO,KDRO,37.151516,-107.75377,6685,-7,A,America/Denver
3714,Washington Dulles Intl,Washington,US,IAD,KIAD,38.944533,-77.455811,313,-5,A,America/New_York
3715,Easterwood Fld,College Station,US,CLL,KCLL,30.588583,-96.363833,321,-6,A,America/Chicago
3716,Felts Fld,Spokane,US,SFF,KSFF,47.682819,-117.322558,1953,-8,A,America/Los_Angeles
3717,General Mitchell Intl,Milwaukee,US,MKE,KMKE,42.947222,-87.896583,723,-6,A,America/Chicago
3718,Abilene Rgnl,Abilene,US,ABI,KABI,32.411319,-99.681897,1791,-6,A,America/Chicago
3719,Columbia Rgnl,Columbia,US,COU,KCOU,38.818094,-92.219631,889,-6,A,America/Chicago
3720,Portland Intl,Portland,US,PDX,KPDX,45.588722,-122.5975,30,-8,A,America/Los_Angeles
3721,Dade Collier Training And Transition,Miami,US,TNT,KTNT,25.861806,-80.897,13,-5,A,America/New_York
3722,Palm Beach Intl,West Palm Beach,US,PBI,KPBI,26.683161,-80.095589,19,-5,A,America/New_York
3723,Fort Worth Meacham Intl,Fort Worth,US,FTW,KFTW,32.819778,-97.362444,710,-6,A,America/Chicago
3724,Ogdensburg Intl,Ogdensburg,US,OGS,KOGS,44.681854,-75.4655,297,-5,A,America/New_York
3725,Otis Angb,Falmouth,US,FMH,KFMH,41.658439,-70.521417,131,-5,A,America/New_York
3726,Boeing Fld King Co Intl,Seattle,US,BFI,KBFI,47.53,-122.301947,21,-8,A,America/Los_Angeles
3727,Lackland Afb Kelly Fld Annex,San Antonio,US,SKF,KSKF,29.384228,-98.581108,691,-6,A,America/Chicago
3728,Honolulu Intl,Honolulu,US,HNL,PHNL,21.318681,-157.922428,13,-10,N,Pacific/Honolulu
3729,Des Moines Intl,Des Moines,US,DSM,KDSM,41.533972,-93.663083,958,-6,A,America/Chicago
3730,Craven Co Rgnl,New Bern,US,EWN,KEWN,35.072972,-77.042944,18,-5,A,America/New_York
3731,San Diego Intl,San Diego,US,SAN,KSAN,32.733556,-117.189667,17,-8,A,America/Los_Angeles
3732,Monroe Rgnl,Monroe,US,MLU,KMLU,32.510864,-92.037689,79,-6,A,America/Chicago
3733,Shaw Afb,Sumter,US,SSC,KSSC,33.972719,-80.470564,242,-5,A,America/New_York
3734,Ontario Intl,Ontario,US,ONT,KONT,34.056,-117.601194,944,-8,A,America/Los_Angeles
3735,Majors,Greenvile,US,GVT,KGVT,33.067839,-96.065333,535,-6,A,America/Chicago
3736,Roswell Intl Air Center,Roswell,US,ROW,KROW,33.301556,-104.530556,3671,-7,A,America/Denver
3737,Coleman A Young Muni,Detroit,US,DET,KDET,42.409195,-83.009861,626,-5,A,America/New_York
3738,Brownsville South Padre Island Intl,Brownsville,US,BRO,KBRO,25.906833,-97.425861,22,-6,A,America/Chicago
3739,Dothan Rgnl,Dothan,US,DHN,KDHN,31.321339,-85.449628,401,-6,A,America/Chicago
3740,Cape May Co,Wildwood,US,WWD,KWWD,39.008507,-74.908275,23,-5,A,America/New_York
3741,Fallon Nas,Fallon,US,NFL,KNFL,39.416584,-118.70098,3934,-8,A,America/Los_Angeles
3742,Selfridge Angb,Mount Clemens,US,MTC,KMTC,42.608333,-82.8355,580,-5,A,America/New_York
3743,Four Corners Rgnl,Farmington,US,FMN,KFMN,36.74125,-108.229944,5506,-7,A,America/Denver
3744,Corpus Christi Intl,Corpus Christi,US,CRP,KCRP,27.770361,-97.501222,44,-6,A,America/Chicago
3745,Syracuse Hancock Intl,Syracuse,US,SYR,KSYR,43.111187,-76.106311,421,-5,A,America/New_York
3746,Key West Nas,Key West,US,NQX,KNQX,24.575834,-81.688889,6,-5,A,America/New_York
3747,Chicago Midway Intl,Chicago,US,MDW,KMDW,41.785972,-87.752417,620,-6,A,America/Chicago
3748,Norman Y Mineta San Jose Intl,San Jose,US,SJC,KSJC,37.3626,-121.929022,62,-8,A,America/Los_Angeles
3749,Lea Co Rgnl,Hobbs,US,HOB,KHOB,32.687528,-103.217028,3661,-7,A,America/Denver
3750,Northeast Philadelphia,Philadelphia,US,PNE,KPNE,40.081944,-75.010586,121,-5,A,America/New_York
3751,Denver Intl,Denver,US,DEN,KDEN,39.861656,-104.673178,5431,-7,A,America/Denver
3752,Philadelphia Intl,Philadelphia,US,PHL,KPHL,39.871944,-75.241139,36,-5,A,America/New_York
3753,Sioux Gateway Col Bud Day Fld,Sioux City,US,SUX,KSUX,42.402603,-96.384367,1098,-6,A,America/Chicago
3754,Middle Georgia Rgnl,Macon,US,MCN,KMCN,32.69285,-83.649211,354,-5,A,America/New_York
3755,Truth Or Consequences Muni,Truth Or Consequences,US,TCS,KTCS,33.236944,-107.27175,4853,-7,A,America/Denver
3756,Palmdale Rgnl Usaf Plt 42,Palmdale,US,PMD,KPMD,34.629391,-118.08456,2543,-8,A,America/Los_Angeles
3757,Randolph Afb,San Antonio,US,RND,KRND,29.529675,-98.2789,762,-6,A,America/Chicago
3758,El Centro Naf,El Centro,US,NJK,KNJK,32.829222,-115.671667,-42,-8,A,America/Los_Angeles
3759,Port Columbus Intl,Columbus,US,CMH,KCMH,39.997972,-82.891889,815,-5,A,America/New_York
3760,Drake Fld,Fayetteville,US,FYV,KFYV,36.005094,-94.170059,1251,-6,A,America/Chicago
3761,Henry Post Aaf,Fort Sill,US,FSI,KFSI,34.649833,-98.402167,1189,-6,A,America/Chicago
3762,Princeton Muni,Princeton,US,PNM,KPNM,45.559868,-93.608217,979,-6,A,America/Chicago
3763,Wright Patterson Afb,Dayton,US,FFO,KFFO,39.826111,-84.048332,823,-5,A,America/New_York
3764,Edward G Pitka Sr,Galena,US,GAL,PAGA,64.736178,-156.937417,152,-9,A,America/Anchorage
3765,Chandler Muni,Chandler,US,,KCHD,33.269111,-111.811111,1243,-7,A,America/Phoenix
3766,Mineral Wells,Mineral Wells,US,MWL,KMWL,32.781606,-98.060175,974,-6,A,America/Chicago
3767,Mc Connell Afb,Wichita,US,IAB,KIAB,37.621853,-97.268192,1371,-6,A,America/Chicago
3768,New Orleans Nas Jrb,New Orleans,US,NBG,KNBG,29.825333,-90.035,3,-6,A,America/Chicago
3769,Beaufort,Beaufort,US,BFT,KNBC,32.477411,-80.723161,37,-5,A,America/New_York
3770,Texarkana Rgnl Webb Fld,Texarkana,US,TXK,KTXK,33.453722,-93.991028,390,-6,A,America/Chicago
3771,Plattsburgh Intl,Plattsburgh,US,PBG,KPBG,44.650944,-73.468139,234,-5,A,America/New_York
3772,Phillips Aaf,Aberdeen,US,APG,KAPG,39.466219,-76.168808,57,-5,A,America/New_York
3773,Tucumcari Muni,Tucumcari,US,TCC,KTCC,35.182777,-103.603186,4065,-7,A,America/Denver
3774,Ted Stevens Anchorage Intl,Anchorage,US,ANC,PANC,61.174361,-149.996361,152,-9,A,America/Anchorage
3775,Robert Gray Aaf,Killeen,US,GRK,KGRK,31.06725,-97.828917,1015,-6,A,America/Chicago
3776,Black Rock,Zuni Pueblo,US,ZUN,KZUN,35.083228,-108.791778,6454,-7,A,America/Denver
3777,Bellingham Intl,Bellingham,US,BLI,KBLI,48.792694,-122.537528,170,-8,A,America/Los_Angeles
3778,Millington Rgnl Jetport,Millington,US,NQA,KNQA,35.356667,-89.870278,320,-6,A,America/Chicago
3779,Elkins Randolph Co Jennings Randolph,Elkins,US,EKN,KEKN,38.889444,-79.857139,1987,-5,A,America/New_York
