Id,Name,City,CountryId,IATA,ICAO,Latitude,Longitude,Altitude,Offset,DST,TimeZone
2054,Shindand,Shindand,AF,,OASD,33.391331,62.260975,3773,4.5,U,Asia/Kabul
2055,Sheberghan,Sheberghan,AF,,OASG,36.750783,65.913164,1053,4.5,U,Asia/Kabul
2056,Konduz,Kunduz,AF,UND,OAUZ,36.665111,68.910833,1457,4.5,U,Asia/Kabul
2057,Bahrain Intl,Bahrain,BH,BAH,OBBI,26.270834,50.63361,6,3,U,Asia/Bahrain
2058,Shaikh Isa,Bahrain,BH,,OBBS,25.918362,50.590557,136,3,U,Asia/Bahrain
2059,Abha,Abha,SA,AHB,OEAB,18.240367,42.656625,6858,3,U,Asia/Riyadh
2060,Al Ahsa,Al-ahsa,SA,HOF,OEAH,25.285306,49.485189,588,3,U,Asia/Riyadh
2061,Al Baha,El-baha,SA,ABT,OEBA,20.296139,41.634277,5486,3,U,Asia/Riyadh
2062,Bisha,Bisha,SA,BHH,OEBH,19.98435,42.620881,3887,3,U,Asia/Riyadh
2063,Abqaiq,Abqaiq,SA,,OEBQ,25.911281,49.591231,229,3,U,Asia/Riyadh
2064,King Fahd Intl,Dammam,SA,DMM,OEDF,26.471161,49.79789,72,3,U,Asia/Riyadh
2065,King Abdulaziz Ab,Dhahran,SA,DHA,OEDR,26.265417,50.152027,84,3,U,Asia/Riyadh
2066,King Abdullah Bin Abdulaziz,Gizan,SA,GIZ,OEGN,16.901111,42.585833,20,3,U,Asia/Riyadh
2067,Gassim,Gassim,SA,ELQ,OEGS,26.302822,43.773911,2126,3,U,Asia/Riyadh
2068,Guriat,Guriat,SA,URY,OEGT,31.411942,37.279469,1672,3,U,Asia/Riyadh
2069,Hail,Hail,SA,HAS,OEHL,27.437917,41.686292,3331,3,U,Asia/Riyadh
2070,Jubail,Jubail,SA,,OEJB,27.039028,49.405083,26,3,U,Asia/Riyadh
2071,King Faisal Naval Base,Jeddah,SA,,OEJF,21.3481,39.173033,7,3,U,Asia/Riyadh
2072,King Abdulaziz Intl,Jeddah,SA,JED,OEJN,21.679564,39.156536,48,3,U,Asia/Riyadh
2073,King Khaled Military City,King Khalid Mil.city,SA,HBT,OEKK,27.900917,45.528194,1352,3,U,Asia/Riyadh
2074,Prince Mohammad Bin Abdulaziz,Madinah,SA,MED,OEMA,24.553422,39.705061,2151,3,U,Asia/Riyadh
2075,Nejran,Nejran,SA,EAM,OENG,17.611436,44.419169,3982,3,U,Asia/Riyadh
2076,Qaisumah,Hafr Al-batin,SA,AQI,OEPA,28.335192,46.125069,1174,3,U,Asia/Riyadh
2077,Pump Station 3,Petroline 3,SA,,OEPC,25.174547,47.488431,1740,3,U,Asia/Riyadh
2078,Pump Station 6,Petroline 6,SA,,OEPF,24.710333,44.964527,2530,3,U,Asia/Riyadh
2079,Pump Station 10,Petroline 10,SA,,OEPJ,24.107339,41.036047,2840,3,U,Asia/Riyadh
2080,Rabigh,Rabigh,SA,,OERB,22.702608,39.069842,22,3,U,Asia/Riyadh
2081,Rafha,Rafha,SA,RAH,OERF,29.626419,43.490614,1474,3,U,Asia/Riyadh
2082,King Khaled Intl,Riyadh,SA,RUH,OERK,24.95764,46.698776,2049,3,U,Asia/Riyadh
2083,Ras Mishab,Rash Mishab,SA,,OERM,28.079584,48.610973,13,3,U,Asia/Riyadh
2084,Arar,Arar,SA,RAE,OERR,30.906589,41.138217,1813,3,U,Asia/Riyadh
2085,Ras Tanura,Ras Tanura,SA,,OERT,26.723108,50.030814,6,3,U,Asia/Riyadh
2086,Sharurah,Sharurah,SA,SHW,OESH,17.466875,47.121431,2363,3,U,Asia/Riyadh
6808,Mudgee Airport,Mudgee,AU,DGE,YMDG,-32.5625,149.611,1545,10,O,Australia/Sydney
2088,Sulayel,Sulayel,SA,SLF,OESL,20.464744,45.619644,2021,3,U,Asia/Riyadh
2089,Tabuk,Tabuk,SA,TUU,OETB,28.365417,36.618889,2551,3,U,Asia/Riyadh
2090,Taif,Taif,SA,TIF,OETF,21.483418,40.544334,4848,3,U,Asia/Riyadh
2091,Thumamah,Thumamah,SA,,OETH,25.212986,46.640978,1870,3,U,Asia/Riyadh
2092,Ras Tanajib,Ras Tanajib,SA,,OETN,27.867844,48.76915,30,3,U,Asia/Riyadh
2093,Turaif,Turaif,SA,TUI,OETR,31.692683,38.7312,2803,3,U,Asia/Riyadh
6872,Miami University Airport,Oxford,US,OXD,\N,39.5022607,-84.7843814,1040,-5,U,America/New_York
2095,Wejh,Wejh,SA,EJH,OEWJ,26.198553,36.476381,66,3,U,Asia/Riyadh
2096,Yenbo,Yenbo,SA,YNB,OEYN,24.144244,38.06335,26,3,U,Asia/Riyadh
2097,Abadan,Abadan,IR,ABD,OIAA,30.371111,48.228333,19,3.5,E,Asia/Tehran
2098,Dezful,Dezful,IR,,OIAD,32.434444,48.39764,474,3.5,E,Asia/Tehran
2099,Aghajari,Aghajari,IR,,OIAG,30.74445,49.677183,88,3.5,E,Asia/Tehran
2100,Gachsaran,Gachsaran,IR,,OIAH,30.337567,50.827964,2414,3.5,E,Asia/Tehran
2101,Shahid Asyaee,Masjed Soleiman,IR,QMJ,OIAI,32.002372,49.270364,1206,3.5,E,Asia/Tehran
2102,Omidiyeh,Omidyeh,IR,,OIAJ,30.835167,49.534916,85,3.5,E,Asia/Tehran
2103,Mahshahr,Bandar Mahshahr,IR,MRX,OIAM,30.556192,49.151879,8,3.5,E,Asia/Tehran
2104,Ahwaz,Ahwaz,IR,AWZ,OIAW,31.337431,48.76195,66,3.5,E,Asia/Tehran
2105,Abumusa Island,Abumusa I.,IR,,OIBA,25.875742,55.032994,23,3.5,E,Asia/Tehran
2106,Bushehr,Bushehr,IR,BUZ,OIBB,28.944811,50.834637,68,3.5,E,Asia/Tehran
2107,Bastak,Bastak,IR,,OIBH,27.212678,54.318592,1350,3.5,E,Asia/Tehran
2108,Asaloyeh,Golbandi,IR,,OIBI,27.481425,52.615483,15,3.5,E,Asia/Tehran
2109,Kish Island,Kish Island,IR,KIH,OIBK,26.526156,53.980211,101,3.5,E,Asia/Tehran
2110,Bandar Lengeh,Bandar Lengeh,IR,BDH,OIBL,26.532,54.824847,67,3.5,E,Asia/Tehran
2111,Khark Island,Khark Island,IR,,OIBQ,29.260278,50.323889,17,3.5,E,Asia/Tehran
2112,Sirri Island,Siri Island,IR,,OIBS,25.908869,54.5394,43,3.5,E,Asia/Tehran
2113,Lavan Island,Lavan Island,IR,,OIBV,26.8103,53.356289,76,3.5,E,Asia/Tehran
2114,Shahid Ashrafi Esfahani,Bakhtaran,IR,KSH,OICC,34.345853,47.158128,4301,3.5,E,Asia/Tehran
2117,Sanandaj,Sanandaj,IR,SDG,OICS,35.245856,47.009247,4522,3.5,E,Asia/Tehran
2118,Hesa,Daran,IR,,OIFE,32.928889,51.561111,5256,3.5,E,Asia/Tehran
2119,Shahid Vatan Pour Air Base,Esfahan,IR,,OIFH,32.567039,51.691594,5310,3.5,E,Asia/Tehran
2120,Kashan,Kashan,IR,,OIFK,33.895333,51.577044,3465,3.5,E,Asia/Tehran
2121,Esfahan Shahid Beheshti Intl,Esfahan,IR,,OIFM,32.750836,51.861267,5059,3.5,E,Asia/Tehran
2122,Badr Air Base,Sepah,IR,,OIFP,32.621108,51.697017,5242,3.5,E,Asia/Tehran
2123,Rasht,Rasht,IR,RAS,OIGG,37.325314,49.605817,-40,3.5,E,Asia/Tehran
6871,Delaware County Airport,Muncie,US,MIE,\N,40.2424722,-85.39575,937,-5,U,America/New_York
2125,Arak,Arak,IR,,OIHR,34.138147,49.847292,5440,3.5,E,Asia/Tehran
2126,Ghazvin Azadi,Abe-ali,IR,,OIIA,35.952097,50.450778,3769,3.5,E,Asia/Tehran
2127,Kushke Nosrat,Kushke Nosrat,IR,,OIIC,34.98395,50.806219,3008,3.5,E,Asia/Tehran
2128,Doshan Tappeh,Teheran,IR,,OIID,35.702983,51.475131,4046,3.5,E,Asia/Tehran
2129,Imam Khomeini Intl,Abyek,IR,,OIIE,35.416111,51.152222,3305,3.5,E,Asia/Tehran
2130,Ghale Morghi,Teheran,IR,,OIIG,35.644806,51.380695,3627,3.5,E,Asia/Tehran
2131,Mehrabad Intl,Teheran,IR,THR,OIII,35.689167,51.313416,3962,3.5,E,Asia/Tehran
2132,Ghazvin,Ghazvin,IR,,OIIK,36.240061,50.047153,4184,3.5,E,Asia/Tehran
2133,Naja,Khoram Dareh,IR,,OIIM,35.776286,50.881014,4040,3.5,E,Asia/Tehran
2134,Bandar Abbass Intl,Bandar Abbas,IR,BND,OIKB,27.218317,56.37785,22,3.5,E,Asia/Tehran
2135,Jiroft,Jiroft,IR,,OIKJ,28.726925,57.670269,2663,3.5,E,Asia/Tehran
2136,Kerman,Kerman,IR,KER,OIKK,30.274444,56.951111,5741,3.5,E,Asia/Tehran
2138,Havadarya,Bandar Abbas,IR,,OIKP,27.158251,56.172461,19,3.5,E,Asia/Tehran
2139,Dayrestan,Gheshm I.,IR,,OIKQ,26.754639,55.902353,45,3.5,E,Asia/Tehran
2141,Sirjan,Sirjan,IR,,OIKY,29.550933,55.672708,5846,3.5,E,Asia/Tehran
2142,Birjand,Birjand,IR,XBJ,OIMB,32.898056,59.266111,4952,3.5,E,Asia/Tehran
2143,Sarakhs,Sarakhs,IR,,OIMC,36.501178,61.064903,945,3.5,E,Asia/Tehran
2144,Shahroud,Emam Shahr,IR,,OIMJ,36.425094,55.104833,4197,3.5,E,Asia/Tehran
6870,Whitsunday Airstrip,Airlie Beach,AU,WSY,YWHI,-20.276,148.755,60,10,O,Australia/Brisbane
2147,Tabas,Tabas,IR,,OIMT,33.66775,56.892675,2312,3.5,E,Asia/Tehran
2148,Kalaleh,Kalaleh,IR,,OINE,37.383272,55.452008,425,3.5,E,Asia/Tehran
2151,Ramsar,Ramsar,IR,RZR,OINR,36.909908,50.679589,-70,3.5,E,Asia/Tehran
6869,Aeropuerto de Rafaela,Rafaela,AR,RAF,\N,-31.282072,-61.501594,100,-3,N,America/Cordoba
2153,Fasa,Fasa,IR,,OISF,28.891756,53.723339,4261,3.5,E,Asia/Tehran
2154,Jahrom,Jahrom,IR,,OISJ,28.586675,53.579144,3358,3.5,E,Asia/Tehran
2156,Lamerd,Lamerd,IR,,OISR,27.372744,53.188794,1337,3.5,E,Asia/Tehran
2157,Shiraz Shahid Dastghaib Intl,Shiraz,IR,SYZ,OISS,29.539242,52.589786,4920,3.5,E,Asia/Tehran
2158,Khoy,Khoy,IR,,OITK,38.427453,44.973575,3981,3.5,E,Asia/Tehran
6868,Sabadell Airport,Sabadell,ES,QSA,LELL,41.5209,2.10508,0,1,E,Europe/Madrid
2162,Tabriz Intl,Tabriz,IR,TBZ,OITT,38.133889,46.235,4459,3.5,E,Asia/Tehran
2163,Zanjan,Zanjan,IR,,OITZ,36.77365,48.359422,5382,3.5,E,Asia/Tehran
2164,Yazd Shahid Sadooghi,Yazd,IR,AZD,OIYY,31.904908,54.276503,4054,3.5,E,Asia/Tehran
2165,Zabol,Zabol,IR,,OIZB,31.098333,61.543889,1628,3.5,E,Asia/Tehran
2166,Chah Bahar,Chah Bahar,IR,ZBR,OIZC,25.44335,60.382114,43,3.5,E,Asia/Tehran
2167,Zahedan Intl,Zahedan,IR,ZAH,OIZH,29.475686,60.906189,4564,3.5,E,Asia/Tehran
2168,Iran Shahr,Iran Shahr,IR,,OIZI,27.236117,60.720039,2040,3.5,E,Asia/Tehran
2169,Saravan,Saravan,IR,,OIZS,27.419261,62.315789,3930,3.5,E,Asia/Tehran
2170,Queen Alia Intl,Amman,JO,AMM,OJAI,31.722556,35.993214,2395,2,E,Asia/Amman
2171,Marka Intl,Amman,JO,ADJ,OJAM,31.972703,35.991569,2555,2,E,Asia/Amman
2172,Aqaba King Hussein Intl,Aqaba,JO,AQJ,OJAQ,29.611619,35.018067,175,2,E,Asia/Amman
2173,Prince Hasan,Hotel Four,JO,,OJHF,32.160747,37.149383,2220,2,E,Asia/Amman
2174,Jerusalem,Jerusalem,IL,,OJJR,31.864722,35.219167,2485,2,U,Asia/Gaza
2175,King Hussein,Mafraq,JO,OMF,OJMF,32.356353,36.259181,2240,2,E,Asia/Amman
2176,Kuwait Intl,KW,KW,KWI,OKBK,29.226567,47.968928,206,3,U,Asia/Kuwait
2177,Rafic Hariri Intl,Beirut,LB,BEY,OLBA,33.820931,35.488389,87,2,E,Asia/Beirut
2178,Rene Mouawad,Kleiat,LB,,OLKA,34.589333,36.011322,75,2,E,Asia/Beirut
2179,Abu Dhabi Intl,Abu Dhabi,AE,AUH,OMAA,24.432972,54.651138,88,4,U,Asia/Dubai
2180,Bateen,Abu Dhabi,AE,AZI,OMAD,24.428333,54.458084,16,4,U,Asia/Dubai
2181,Al Hamra Aux,Al Hamra,AE,,OMAH,24.073981,52.463644,50,4,U,Asia/Dubai
2182,Jebel Dhana,Jebel Dhana,AE,,OMAJ,24.187428,52.614,43,4,U,Asia/Dubai
6867,Reykjahlid Airport,Myvatn,IS,MVA,BIRL,65.6558,-16.9181,1030,0,N,Atlantic/Reykjavik
2184,Al Dhafra,Abu Dhabi,AE,,OMAM,24.248249,54.547722,77,4,U,Asia/Dubai
2185,Arzanah,Arzana,AE,,OMAR,24.780528,52.559944,15,4,U,Asia/Dubai
2186,Das Island,Das Island,AE,,OMAS,25.146219,52.873711,12,4,U,Asia/Dubai
2187,Zirku,Zirku,AE,,OMAZ,24.861542,53.077833,14,4,U,Asia/Dubai
2188,Dubai Intl,Dubai,AE,DXB,OMDB,25.252778,55.364444,62,4,U,Asia/Dubai
2189,Fujairah Intl,Fujeirah,AE,FJR,OMFJ,25.112225,56.323964,152,4,U,Asia/Dubai
2190,Ras Al Khaimah Intl,Ras Al Khaimah,AE,RKT,OMRK,25.613483,55.938817,102,4,U,Asia/Dubai
2191,Sharjah Intl,Sharjah,AE,SHJ,OMSJ,25.328575,55.51715,111,4,U,Asia/Dubai
2192,Khasab,Khasab,OM,KHS,OOKB,26.170986,56.240569,100,4,U,Asia/Muscat
2193,Masirah,Masirah,OM,MSH,OOMA,20.675434,58.890467,64,4,U,Asia/Muscat
2194,Seeb Intl,Muscat,OM,MCT,OOMS,23.593278,58.284444,48,4,U,Asia/Muscat
2195,Salalah,Salalah,OM,SLL,OOSA,17.038719,54.091297,73,4,U,Asia/Muscat
2196,Thumrait,Thumrait,OM,TTH,OOTH,17.666,54.024612,1570,4,U,Asia/Muscat
2197,Bhagatanwala,Bhagtanwala,PK,,OPBG,32.056108,72.9484,600,5,N,Asia/Karachi
6866,Spray View Airport,Spray View,ZW,,FVSV,-17.917,25.817,3210,2,U,Africa/Harare
6865,Lyon Part-Dieu Railway,Lyon,FR,XYD,\N,46,5,821,1,U,Europe/Paris
2202,Faisalabad Intl,Faisalabad,PK,LYP,OPFA,31.365014,72.994842,591,5,N,Asia/Karachi
2203,Gwadar,Gwadar,PK,GWD,OPGD,25.233308,62.329494,36,5,N,Asia/Karachi
2204,Gilgit,Gilgit,PK,GIL,OPGT,35.918786,74.333644,4796,5,N,Asia/Karachi
2205,Shahbaz Ab,Jacobsbad,PK,,OPJA,28.284167,68.449711,185,5,N,Asia/Karachi
2206,Jinnah Intl,Karachi,PK,KHI,OPKC,24.906547,67.160797,100,5,N,Asia/Karachi
2207,Allama Iqbal Intl,Lahore,PK,LHE,OPLA,31.521564,74.403594,712,5,N,Asia/Karachi
2208,Walton,Lahore,PK,,OPLH,31.494794,74.346239,679,5,N,Asia/Karachi
2209,Mangla,Mangla,PK,,OPMA,33.050086,73.638381,902,5,N,Asia/Karachi
2210,Muzaffarabad,Muzaffarabad,PK,MFG,OPMF,34.339022,73.508639,2691,5,N,Asia/Karachi
2211,Mianwali,Mianwali,PK,,OPMI,32.563089,71.570681,690,5,N,Asia/Karachi
2212,Moenjodaro,Moenjodaro,PK,MJD,OPMJ,27.335156,68.143053,154,5,N,Asia/Karachi
2213,Masroor,Karachi,PK,,OPMR,24.893564,66.938753,35,5,N,Asia/Karachi
2214,Multan Intl,Multan,PK,MUX,OPMT,30.203222,71.419111,403,5,N,Asia/Karachi
2215,Nawabshah,Nawabshah,PK,WNS,OPNH,26.219442,68.390053,95,5,N,Asia/Karachi
2216,Okara,Okara,PK,,OPOK,30.741025,73.357736,568,5,N,Asia/Karachi
2217,Panjgur,Panjgur,PK,PJG,OPPG,26.954547,64.132517,3289,5,N,Asia/Karachi
2218,Pasni,Pasni,PK,PSI,OPPI,25.290487,63.345083,33,5,N,Asia/Karachi
2219,Peshawar Intl,Peshawar,PK,PEW,OPPS,33.993911,71.514581,1158,5,N,Asia/Karachi
2220,Qasim,Qasim,PK,,OPQS,33.560153,73.033217,1581,5,N,Asia/Karachi
2221,Quetta,Quetta,PK,UET,OPQT,30.251369,66.937764,5267,5,N,Asia/Karachi
2222,Sheikh Zayed,Rahim Yar Khan,PK,RYK,OPRK,28.3839,70.279572,271,5,N,Asia/Karachi
2223,Chaklala,Islamabad,PK,ISB,OPRN,33.616653,73.099233,1668,5,N,Asia/Karachi
2224,Risalpur,Risalpur,PK,,OPRS,34.081112,71.972583,1050,5,N,Asia/Karachi
2225,Rawalakot,Rawala Kot,PK,RAZ,OPRT,33.849658,73.798147,5479,5,N,Asia/Karachi
6864,Point Roberts Airpark,Point Roberts,US,1RL,K1RL,48.9797222,-123.0788889,10,-8,A,America/Los_Angeles
2227,Sukkur,Sukkur,PK,SKZ,OPSK,27.721989,68.791683,196,5,N,Asia/Karachi
2228,Saidu Sharif,Saidu Sharif,PK,SDT,OPSS,34.813556,72.352814,3183,5,N,Asia/Karachi
2229,Sui,Sui,PK,SUL,OPSU,28.645142,69.176917,763,5,N,Asia/Karachi
2230,Talhar,Talhar,PK,BDN,OPTH,24.841519,68.838408,28,5,N,Asia/Karachi
2232,Wana,Wana,PK,,OPWN,32.304664,69.570433,4550,5,N,Asia/Karachi
2233,Zhob,Zhob,PK,PZH,OPZB,31.358381,69.463606,4728,5,N,Asia/Karachi
2234,Basrah Intl,Basrah,IQ,BSR,ORMM,30.549069,47.662142,11,3,U,Asia/Baghdad
2235,Aleppo Intl,Aleppo,SY,ALP,OSAP,36.180675,37.224358,1276,2,E,Asia/Damascus
2236,Damascus Intl,Damascus,SY,DAM,OSDI,33.410636,36.514267,2020,2,E,Asia/Damascus
2237,Deir Zzor,Deire Zor,SY,DEZ,OSDZ,35.285374,40.175961,700,2,E,Asia/Damascus
2239,Bassel Al Assad Intl,Latakia,SY,LTK,OSLK,35.401094,35.948681,157,2,E,Asia/Damascus
2240,Palmyra,Palmyra,SY,PMS,OSPR,34.557361,38.316889,1322,2,E,Asia/Damascus
2241,Doha Intl,Doha,QA,DOH,OTBD,25.261125,51.565056,35,3,U,Asia/Qatar
2242,Canton,Canton Island,KI,CIS,PCIS,-2.768122,-171.710394,9,13,U,Pacific/Enderbury
2243,Rota Intl,Rota,MP,ROP,PGRO,14.174308,145.242536,607,10,U,Pacific/Saipan
2244,Francisco C Ada Saipan Intl,Saipan,MP,SPN,PGSN,15.119003,145.729356,215,10,U,Pacific/Saipan
2245,Andersen Afb,Andersen,GU,UAM,PGUA,13.583953,144.930025,627,10,U,Pacific/Guam
2246,Guam Intl,Agana,GU,GUM,PGUM,13.48345,144.795983,298,10,U,Pacific/Guam
2247,Tinian Intl,West Tinian,MP,TIQ,PGWT,14.999203,145.61935,271,10,U,Pacific/Saipan
6807,Scone Airport,Scone,AU,NSO,YSCO,-32.0372,150.832,745,10,O,Australia/Sydney
2249,Marshall Islands Intl,Majuro,MH,MAJ,PKMJ,7.064758,171.272022,6,12,U,Pacific/Majuro
2250,Dyess Aaf,Kwajalein,MH,,PKRO,9.396886,167.470869,9,12,U,Pacific/Majuro
2251,Bucholz Aaf,Kwajalein,MH,KWA,PKWA,8.720122,167.731661,9,12,U,Pacific/Majuro
2252,Cassidy Intl,Kiritimati,KI,CXI,PLCH,1.986161,-157.349778,5,-12,U,\N
2253,Midway Atoll,Midway,MI,MDY,PMDY,28.201725,-177.380636,13,-11,U,Pacific/Midway
2254,Chuuk Intl,Chuuk,FM,TKK,PTKK,7.461869,151.843006,11,10,U,Pacific/Truk
2255,Pohnpei Intl,Pohnpei,FM,PNI,PTPN,6.9851,158.208989,10,11,U,Pacific/Ponape
2256,Babelthuap,Babelthuap,PW,ROR,PTRO,7.367303,134.544278,176,9,U,Pacific/Palau
2257,Kosrae,Kosrae,FM,KSA,PTSA,5.356975,162.958386,11,11,U,Pacific/Kosrae
2258,Yap Intl,Yap,FM,YAP,PTYA,9.498911,138.082497,91,10,U,Pacific/Truk
2259,Shang Yi,Kinmen,TW,KNH,RCBS,24.427892,118.359197,93,8,U,Asia/Taipei
2260,Pingtung South,Pingtung,TW,PIF,RCDC,22.672367,120.461728,78,8,U,Asia/Taipei
2261,Longtan,Longtang,TW,,RCDI,24.855136,121.237636,790,8,U,Asia/Taipei
2262,Fengnin,Fengnin,TW,TTT,RCFN,22.754986,121.101681,143,8,U,Asia/Taipei
2263,Lyudao,Green Island,TW,GNI,RCGI,22.673853,121.466481,28,8,U,Asia/Taipei
2264,Kaohsiung Intl,Kaohsiung,TW,KHH,RCKH,22.577094,120.350006,31,8,U,Asia/Taipei
2265,Chiayi,Chiayi,TW,CYI,RCKU,23.461779,120.39283,85,8,U,Asia/Taipei
2267,Lanyu,Lanyu,TW,KYD,RCLY,22.028842,121.533642,44,8,U,Asia/Taipei
2268,Ching Chuang Kang,Taichung,TW,RMQ,RCMQ,24.264668,120.62058,663,8,N,Asia/Taipei
6806,Cessnock Airport,Cessnock,AU,CES,YCNK,-32.7875,151.342,211,10,O,Australia/Sydney
2270,Tainan,Tainan,TW,TNN,RCNN,22.950361,120.205778,63,8,U,Asia/Taipei
2271,Hsinchu,Hsinchu,TW,,RCPO,24.818033,120.939394,26,8,U,Asia/Taipei
2272,Magong,Makung,TW,MZG,RCQC,23.568669,119.628311,103,8,U,Asia/Taipei
2273,Jhihhang,Taitung,TW,,RCQS,22.793117,121.181975,128,8,U,Asia/Taipei
2274,Pingtung North,Pingtung,TW,,RCSQ,22.700239,120.482,97,8,U,Asia/Taipei
2275,Sungshan,Taipei,TW,TSA,RCSS,25.069722,121.5525,18,8,U,Asia/Taipei
2276,Taoyuan Intl,Taipei,TW,TPE,RCTP,25.077731,121.232822,106,8,U,Asia/Taipei
2277,Wang An,Wang An,TW,WOT,RCWA,23.370833,119.494444,115,8,U,Asia/Taipei
2278,Hualien,Hualien,TW,HUN,RCYU,24.023725,121.616906,52,8,U,Asia/Taipei
2279,Narita Intl,Tokyo,JP,NRT,RJAA,35.764722,140.386389,141,9,U,Asia/Tokyo
2280,Matsumoto,Matsumoto,JP,MMJ,RJAF,36.166758,137.922669,2182,9,U,Asia/Tokyo
2281,Hyakuri,Ibaraki,JP,IBR,RJAH,36.181083,140.415444,105,9,U,Asia/Tokyo
2282,Minami Torishima,Minami Tori Shima,JP,,RJAM,24.289697,153.979119,22,9,U,Asia/Tokyo
2283,Iwo Jima,Iwojima,JP,IWO,RJAW,24.784,141.322722,384,9,U,Asia/Tokyo
2284,Nanki Shirahama,Nanki-shirahama,JP,SHM,RJBD,33.662222,135.364444,298,9,U,Asia/Tokyo
2285,Kohnan,Kohnan,JP,,RJBK,34.590836,133.933225,3,9,U,Asia/Tokyo
2286,Obihiro,Obihiro,JP,OBO,RJCB,42.733333,143.217222,505,9,U,Asia/Tokyo
2287,New Chitose,Sapporo,JP,CTS,RJCC,42.7752,141.692283,82,9,U,Asia/Tokyo
2288,Hakodate,Hakodate,JP,HKD,RJCH,41.77,140.821944,151,9,U,Asia/Tokyo
2289,Chitose,Chitose,JP,SPK,RJCJ,42.794475,141.666447,87,9,U,Asia/Tokyo
2290,Memanbetsu,Memanbetsu,JP,MMB,RJCM,43.880606,144.164053,135,9,U,Asia/Tokyo
2291,Nakashibetsu,Nakashibetsu,JP,SHB,RJCN,43.5775,144.96,234,9,U,Asia/Tokyo
2293,Tokachi,Tokachi,JP,,RJCT,42.890544,143.158475,281,9,U,Asia/Tokyo
2294,Wakkanai,Wakkanai,JP,WKJ,RJCW,45.404167,141.800833,30,9,U,Asia/Tokyo
2295,Iki,Iki,JP,IKI,RJDB,33.749027,129.785417,41,9,U,Asia/Tokyo
2296,Yamaguchi Ube,Yamaguchi,JP,UBJ,RJDC,33.93,131.278611,23,9,U,Asia/Tokyo
2297,Tsushima,Tsushima,JP,TSJ,RJDT,34.284889,129.33055,213,9,U,Asia/Tokyo
2298,Monbetsu,Monbetsu,JP,MBE,RJEB,44.303914,143.404028,80,9,U,Asia/Tokyo
2299,Asahikawa,Asahikawa,JP,AKJ,RJEC,43.670833,142.4475,721,9,U,Asia/Tokyo
2300,Okushiri,Okushiri,JP,OIR,RJEO,42.071667,139.432911,161,9,U,Asia/Tokyo
2301,Rishiri,Rishiri Island,JP,RIS,RJER,45.242006,141.186431,112,9,U,Asia/Tokyo
2302,Ashiya,Ashiya,JP,,RJFA,33.883083,130.653,98,9,U,Asia/Tokyo
2303,Yakushima,Yakushima,JP,KUM,RJFC,30.385569,130.659017,124,9,U,Asia/Tokyo
2304,Fukue,Fukue,JP,FUJ,RJFE,32.666269,128.832808,273,9,U,Asia/Tokyo
2305,Fukuoka,Fukuoka,JP,FUK,RJFF,33.585942,130.450686,32,9,U,Asia/Tokyo
2306,New Tanegashima,Tanegashima,JP,TNE,RJFG,30.605067,130.991231,768,9,U,Asia/Tokyo
2307,Kagoshima,Kagoshima,JP,KOJ,RJFK,31.803397,130.719408,906,9,U,Asia/Tokyo
2308,Miyazaki,Miyazaki,JP,KMI,RJFM,31.877222,131.448611,20,9,U,Asia/Tokyo
2309,Nyutabaru,Nyutabaru,JP,,RJFN,32.083611,131.451389,259,9,U,Asia/Tokyo
2310,Oita,Oita,JP,OIT,RJFO,33.479444,131.737222,19,9,U,Asia/Tokyo
2311,New Kitakyushu,Kitakyushu,JP,KKJ,RJFR,33.845942,131.034689,21,9,U,Asia/Tokyo
2312,Kumamoto,Kumamoto,JP,KMJ,RJFT,32.837319,130.85505,642,9,U,Asia/Tokyo
2313,Nagasaki,Nagasaki,JP,NGS,RJFU,32.916944,129.913611,15,9,U,Asia/Tokyo
2314,Kanoya,Kanoya,JP,,RJFY,31.367608,130.845456,214,9,U,Asia/Tokyo
2315,Tsuiki,Tsuiki,JP,,RJFZ,33.685,131.040278,55,9,U,Asia/Tokyo
2316,Amami,Amami,JP,ASJ,RJKA,28.430633,129.712542,27,9,U,Asia/Tokyo
2317,Okierabu,Okierabu,JP,,RJKB,27.425522,128.700903,101,9,U,Asia/Tokyo
2318,Tokunoshima,Tokunoshima,JP,TKN,RJKN,27.836381,128.881253,17,9,U,Asia/Tokyo
2319,Fukui,Fukui,JP,,RJNF,36.142847,136.223922,19,9,U,Asia/Tokyo
2320,Gifu,Gifu,JP,,RJNG,35.394078,136.869667,128,9,U,Asia/Tokyo
2321,Hamamatsu,Hamamatsu,JP,,RJNH,34.750239,137.703083,150,9,U,Asia/Tokyo
2322,Komatsu,Kanazawa,JP,KMQ,RJNK,36.394611,136.406544,36,9,U,Asia/Tokyo
2323,Oki,Oki Island,JP,OKI,RJNO,36.181125,133.324844,311,9,U,Asia/Tokyo
2324,Toyama,Toyama,JP,TOY,RJNT,36.648333,137.1875,95,9,U,Asia/Tokyo
2325,Shizuhama,Yaizu,JP,,RJNY,34.812778,138.298056,23,9,U,Asia/Tokyo
2326,Hiroshima,Hiroshima,JP,HIJ,RJOA,34.436111,132.919444,1088,9,U,Asia/Tokyo
2327,Okayama,Okayama,JP,OKJ,RJOB,34.756944,133.855278,806,9,U,Asia/Tokyo
2328,Izumo,Izumo,JP,IZO,RJOC,35.413611,132.89,15,9,U,Asia/Tokyo
